IDREG,INFORMAL_GROUP,ADDITIONAL_GROUP,CONCEPT,NAME,NAME_ENGLISH,RANK,OLD_BRC_CODE
74773,"moss",,"Bry_4231","Ditrichaceae",,"Family","0820102"
73877,"moss",,"Bry_1137","Ditrichum",,"Genus","0820  1137"
73879,"moss",,"Bry_677","Ditrichum cornubicum","Cornish Path-moss","Species","0820   677"
74693,"moss",,"Bry_216","Ditrichum flexicaule s.l.",,"Species aggregate","0820   216"
73882,"moss",,"Bry_217","Ditrichum heteromallum","Curve-leaved Ditrichum","Species","0820   217"
73880,"moss",,"Bry_220","Ditrichum lineare","Dark Ditrichum","Species","0820   220"
188367,"moss",,"Bry_4461","Ditrichum pallidum",,"Species",
73881,"moss",,"Bry_678","Ditrichum plumbicola","Lead-moss","Species","0820   678"
73878,"moss",,"Bry_218","Ditrichum pusillum","Brown Ditrichum","Species","0820   218"
73884,"moss",,"Bry_219","Ditrichum subulatum","Awl-leaved Ditrichum","Species","0820   219"
73883,"moss",,"Bry_221","Ditrichum zonatum","Alpine Ditrichum","Species","0820   221"
74694,"moss",,"Bry_221.1","Ditrichum zonatum var. scabrifolium",,"Variety","0820   221.1"
74695,"moss",,"Bry_221.2","Ditrichum zonatum var. zonatum",,"Variety","0820   221.2"
74427,"moss",,"Bry_1138","Drepanocladus",,"Genus","0820  1138"
74429,"moss",,"Bry_222","Drepanocladus aduncus","Kneiff's Hook-moss","Species","0820   222"
72651,"moss",,"Bry_225","Drepanocladus lycopodioides","Large Hook-moss","Species","0820   225"
74428,"moss",,"Bry_133","Drepanocladus polygamus","Fertile Feather-moss","Species","0820   133"
74430,"moss",,"Bry_227","Drepanocladus sendtneri","Chalk Hook-moss","Species","0820   227"
190132,"moss",,"Bry_8","Drepanocladus trifarius",,"Species",
190131,"moss",,"Bry_542","Drepanocladus turgescens",,"Species",
113964,"moss",,"Bry_4415","Dryptodon",,"Genus",
73730,"moss",,"Bry_1140","Encalypta",,"Genus","0820  1140"
73732,"moss",,"Bry_230","Encalypta alpina","Alpine Extinguisher-moss","Species","0820   230"
73735,"moss",,"Bry_1035","Encalypta brevicolla","White-mouthed Extinguisher-moss","Species","0820  1035"
73736,"moss",,"Bry_231","Encalypta ciliata","Fringed Extinguisher-moss","Species","0820   231"
118316,"moss",,"Bry_234.1","Encalypta pilifera",,"Species","0820   234.1"
73733,"moss",,"Bry_232","Encalypta rhaptocarpa","Ribbed Extinguisher-moss","Species","0820   232"
73731,"moss",,"Bry_233","Encalypta streptocarpa","Spiral Extinguisher-moss","Species","0820   233"
73734,"moss",,"Bry_234","Encalypta vulgaris","Common Extinguisher-moss","Species","0820   234"
74774,"moss",,"Bry_4232","Encalyptaceae",,"Family","0820 58"
74840,"moss",,"Bry_4298","Encalyptales",,"Order","0820 2400"
74645,"moss",,"Bry_1141","Entodon",,"Genus","0820  1141"
74646,"moss",,"Bry_235","Entodon concinnus","Montagne's Cylinder-moss","Species","0820   235"
74775,"moss",,"Bry_4233","Entodontaceae",,"Family","0820 59"
73739,"moss",,"Bry_1791","Entosthodon",,"Genus","0820  1791"
73742,"moss",,"Bry_282","Entosthodon attenuatus","Thin Cord-moss","Species","0820   282"
73743,"moss",,"Bry_283","Entosthodon fascicularis","Hasselquist's Hyssop","Species","0820   283"
74698,"moss",,"Bry_1999","Entosthodon fascicularis or Physcomitrium pyriforme",,"Species aggregate","0820  1999"
118310,"moss",,"Bry_4456","Entosthodon mouretii",,"Species",
73740,"moss",,"Bry_285","Entosthodon muhlenbergii","Muhlenberg's Cord-moss","Species","0820   285"
73744,"moss",,"Bry_286","Entosthodon obtusus","Blunt Cord-moss","Species","0820   286"
73741,"moss",,"Bry_1001","Entosthodon pulchellus","Pretty Cord-moss","Species","0820  1001"
74776,"moss",,"Bry_4234","Ephemeraceae",,"Family","0820 60"
117718,"moss",,"Bry_4443","Ephemerella",,"Genus",
74051,"moss",,"Bry_1142","Ephemerum",,"Genus","0820  1142"
74055,"moss",,"Bry_236","Ephemerum cohaerens","Clustered Earth-moss","Species","0820   236"
190159,"moss",,"Bry_4498","Ephemerum crassinervium",,"Species",
189853,"moss",,"Bry_2501","Ephemerum crassinervium subsp. rutheanum ",,"Subspecies","0820  2501"
189854,"moss",,"Bry_240","Ephemerum crassinervium subsp. sessile","Sessile Earth-moss","Subspecies","0820   240"
72659,"moss",,"Bry_237","Ephemerum intermedium",,"Species","0820   237"
74052,"moss",,"Bry_238","Ephemerum recurvifolium","Strap-leaved Earth-moss","Species","0820   238"
74699,"moss",,"Bry_239","Ephemerum serratum s.l.","Serrated Earth-moss","Species aggregate","0820   239"
190161,"moss",,"Bry_239.1","Ephemerum serratum s.str.",,"Species",
73155,"moss",,"Bry_237","Ephemerum serratum var. praecox",,"Variety","0820   237"
74056,"moss",,"Bry_1406","Ephemerum spinulosum","Prickly Earth-moss","Species","0820  1406"
73156,"moss",,"Bry_241","Ephemerum stellatum","Starry Earth-moss","Species","0820   241"
190160,"moss",,"Bry_239.2","Ephemerum stoloniferum",,"Species",
74341,"moss",,"Bry_1143","Epipterygium",,"Genus","0820  1143"
74342,"moss",,"Bry_242","Epipterygium tozeri","Tozer's Thread-moss","Species","0820   242"
113965,"moss",,"Bry_4416","Eriopus",,"Genus",
73990,"moss",,"Bry_1145","Eucladium",,"Genus","0820  1145"
73991,"moss",,"Bry_243","Eucladium verticillatum","Whorled Tufa-moss","Species","0820   243"
189966,"moss",,"Bry_243.1","Eucladium verticillatum var. verticillatum",,"Variety",
74539,"moss",,"Bry_4150","Eurhynchiastrum",,"Genus",
190138,"moss",,"Bry_250","Eurhynchiastrum diversifolium",,"Species",
74542,"moss",,"Bry_250.1","Eurhynchiastrum pulchellum var. diversifolium",,"Variety",
74496,"moss",,"Bry_1146","Eurhynchium",,"Genus","0820  1146"
72673,"moss",,"Bry_250.1","Eurhynchium pulchellum var. diversifolium",,"Variety","0820   250.1"
74497,"moss",,"Bry_255","Eurhynchium striatum","Common Striated Feather-moss","Species","0820   255"
73845,"moss",,"Bry_1147","Fissidens",,"Genus","0820  1147"
73866,"moss",,"Bry_257","Fissidens adianthoides","Maidenhair Pocket-moss","Species","0820   257"
73851,"moss",,"Bry_4142","Fissidens bryoides",,"Species",
73852,"moss",,"Bry_260","Fissidens bryoides var. bryoides","Lesser Pocket-moss","Variety","0820   260"
73853,"moss",,"Bry_263","Fissidens bryoides var. caespitans","Curnow's Pocket-moss","Variety","0820   263"
73859,"moss",,"Bry_1000","Fissidens celticus","Welsh Pocket-moss","Species","0820  1000"
73856,"moss",,"Bry_261","Fissidens crassipes","Fatfoot Pocket-moss","Species","0820   261"
73847,"moss",,"Bry_1036","Fissidens crispus","Herzog's Pocket-moss","Species","0820  1036"
73860,"moss",,"Bry_258","Fissidens curvatus","Portuguese Pocket-moss","Species","0820   258"
73865,"moss",,"Bry_262","Fissidens dubius","Rock Pocket-moss","Species","0820   262"
73158,"moss",,"Bry_264","Fissidens exiguus","Tiny Pocket-moss","Species","0820   264"
73858,"moss",,"Bry_265","Fissidens exilis","Slender Pocket-moss","Species","0820   265"
73869,"moss",,"Bry_405","Fissidens fontanus","Fountain Pocket-moss","Species","0820   405"
73849,"moss",,"Bry_267.2","Fissidens gracilifolius","Narrow-leaved Pocket-moss","Species","0820   267.2"
73850,"moss",,"Bry_266","Fissidens incurvus","Short-leaved Pocket-moss","Species","0820   266"
189967,"moss",,"Bry_266.1","Fissidens incurvus var. tamarindifolius",,"Variety",
73855,"moss",,"Bry_268","Fissidens monguillonii","Atlantic Pocket-moss","Species","0820   268"
73861,"moss",,"Bry_269","Fissidens osmundoides","Purple-stalked Pocket-moss","Species","0820   269"
73868,"moss",,"Bry_270","Fissidens polyphyllus","Many-leaved Pocket-moss","Species","0820   270"
73848,"moss",,"Bry_267.1","Fissidens pusillus","Petty Pocket-moss","Species","0820   267.1"
73159,"moss",,"Bry_267","Fissidens pusillus s.l.",,"Species aggregate","0820   267"
73854,"moss",,"Bry_271","Fissidens rivularis","River Pocket-moss","Species","0820   271"
73857,"moss",,"Bry_272","Fissidens rufulus","Beck Pocket-moss","Species","0820   272"
73867,"moss",,"Bry_273","Fissidens serrulatus","Large Atlantic Pocket-moss","Species","0820   273"
73862,"moss",,"Bry_274","Fissidens taxifolius","Common Pocket-moss","Species","0820   274"
73864,"moss",,"Bry_274.1","Fissidens taxifolius var. pallidicaulis",,"Variety","0820   274.1"
73863,"moss",,"Bry_274.2","Fissidens taxifolius var. taxifolius",,"Variety","0820   274.2"
73846,"moss",,"Bry_275","Fissidens viridulus","Green Pocket-moss","Species","0820   275"
73160,"moss",,"Bry_1055","Fissidens viridulus s.l.",,"Species aggregate","0820  1055"
74777,"moss",,"Bry_4235","Fissidentaceae",,"Family","0820 62"
74841,"moss",,"Bry_4299","Fissidentales",,"Order","0820 2300"
201026,"moss","(null)","Bry_4529","Flexitrichaceae",,"Family",
190182,"moss",,"Bry_4513","Flexitrichum",,"Genus",
190146,"moss",,"Bry_1347","Flexitrichum flexicaule",,"Species",
190147,"moss",,"Bry_1348","Flexitrichum gracile",,"Species",
74778,"moss",,"Bry_4236","Fontinalaceae",,"Family","0820 63"
74389,"moss",,"Bry_1148","Fontinalis",,"Genus","0820  1148"
74390,"moss",,"Bry_276","Fontinalis antipyretica","Greater Water-moss","Species","0820   276"
190127,"moss",,"Bry_276.1","Fontinalis antipyretica subsp. antipyretica",,"Subspecies",
190128,"moss",,"Bry_276.4","Fontinalis antipyretica subsp. gracilis",,"Subspecies",
74393,"moss",,"Bry_276.2","Fontinalis antipyretica var. cymbifolia",,"Variety","0820   276.2"
73161,"moss",,"Bry_276.3","Fontinalis antipyretica var. gigantea",,"Variety","0820   276.3"
72698,"moss",,"Bry_278","Fontinalis dixonii",,"Species","0820   278"
74394,"moss",,"Bry_281","Fontinalis squamosa","Alpine Water-moss","Species","0820   281"
74396,"moss",,"Bry_281.1","Fontinalis squamosa var. curnowii",,"Variety","0820   281.1"
73162,"moss",,"Bry_278","Fontinalis squamosa var. dixonii",,"Variety","0820   278"
74395,"moss",,"Bry_281.2","Fontinalis squamosa var. squamosa",,"Variety","0820   281.2"
73737,"moss",,"Bry_1149","Funaria",,"Genus","0820  1149"
73738,"moss",,"Bry_284","Funaria hygrometrica","Common Cord-moss","Species","0820   284"
74779,"moss",,"Bry_4237","Funariaceae",,"Family","0820 64"
74842,"moss",,"Bry_4300","Funariales",,"Order","0820 2800"
73932,"moss",,"Bry_1150","Glyphomitrium",,"Genus","0820  1150"
73933,"moss",,"Bry_287","Glyphomitrium daviesii","Black-tufted Moss","Species","0820   287"
73776,"moss",,"Bry_1151","Grimmia",,"Genus","0820  1151"
73783,"moss",,"Bry_1412","Grimmia alpestris",,"Species","0820  1412"
73777,"moss",,"Bry_290","Grimmia anodon","Toothless Grimmia","Species","0820   290"
117436,"moss",,"Bry_4440","Grimmia anomala",,"Species",
73785,"moss",,"Bry_298.1","Grimmia arenaria","Sand Grimmia","Species","0820   298.1"
73790,"moss",,"Bry_292","Grimmia atrata","Copper Grimmia","Species","0820   292"
73778,"moss",,"Bry_296","Grimmia crinita","Hedgehog Grimmia","Species","0820   296"
73801,"moss",,"Bry_297.1","Grimmia decipiens","Great Grimmia","Species","0820   297.1"
73798,"moss",,"Bry_1402","Grimmia dissimulata",,"Species","0820  1402"
73784,"moss",,"Bry_298.2","Grimmia donniana","Donn's Grimmia","Species","0820   298.2"
73802,"moss",,"Bry_299","Grimmia elatior","Large Grimmia","Species","0820   299"
73786,"moss",,"Bry_300","Grimmia elongata","Brown Grimmia","Species","0820   300"
73795,"moss",,"Bry_301","Grimmia funalis","String Grimmia","Species","0820   301"
73800,"moss",,"Bry_302","Grimmia hartmanii","Hartman's Grimmia","Species","0820   302"
73791,"moss",,"Bry_304","Grimmia incurva","Black Grimmia","Species","0820   304"
73779,"moss",,"Bry_305","Grimmia laevigata","Hoary Grimmia","Species","0820   305"
73797,"moss",,"Bry_1808","Grimmia lisae",,"Species","0820  1808"
73787,"moss",,"Bry_310","Grimmia longirostris","North Grimmia","Species","0820   310"
73781,"moss",,"Bry_307","Grimmia montana","Sun Grimmia","Species","0820   307"
73799,"moss",,"Bry_3101","Grimmia muehlenbeckii",,"Species","0820  3101"
73793,"moss",,"Bry_309","Grimmia orbicularis","Round-fruited Grimmia","Species","0820   309"
73788,"moss",,"Bry_294","Grimmia ovalis","Flat-rock Grimmia","Species","0820   294"
73792,"moss",,"Bry_312","Grimmia pulvinata","Grey-cushioned Grimmia","Species","0820   312"
73803,"moss",,"Bry_311","Grimmia ramondii","Spreading-leaved Grimmia","Species","0820   311"
190167,"moss",,"Bry_288","Grimmia reflexidens",,"Species",
73780,"moss",,"Bry_1764","Grimmia tergestina","Dapple-mouthed Grimmia","Species","0820  1764"
73794,"moss",,"Bry_317","Grimmia torquata","Twisted Grimmia","Species","0820   317"
73796,"moss",,"Bry_1079","Grimmia trichophylla","Hair-pointed Grimmia","Species","0820  1079"
73168,"moss",,"Bry_1813","Grimmia trichophylla agg.",,"Species aggregate","0820  1813"
73789,"moss",,"Bry_320","Grimmia unicolor","Dingy Grimmia","Species","0820   320"
74780,"moss",,"Bry_4238","Grimmiaceae",,"Family","0820 65"
74843,"moss",,"Bry_4301","Grimmiales",,"Order","0820 2600"
74041,"moss",,"Bry_1152","Gymnostomum",,"Genus","0820  1152"
74044,"moss",,"Bry_321","Gymnostomum aeruginosum","Verdigris Tufa-moss","Species","0820   321"
74043,"moss",,"Bry_322","Gymnostomum calcareum","Blunt-leaf Tufa-moss","Species","0820   322"
74042,"moss",,"Bry_1037","Gymnostomum viridulum","Luisier's Tufa-moss","Species","0820  1037"
74038,"moss",,"Bry_1153","Gyroweisia",,"Genus","0820  1153"
74040,"moss",,"Bry_324","Gyroweisia reflexa","Reflexed Beardless-moss","Species","0820   324"
74039,"moss",,"Bry_325","Gyroweisia tenuis","Slender Stubble-moss","Species","0820   325"
74590,"moss",,"Bry_1154","Habrodon",,"Genus","0820  1154"
74591,"moss",,"Bry_326","Habrodon perpusillus","Lesser Squirrel-tail Moss","Species","0820   326"
74649,"moss",,"Bry_4151","Hageniella",,"Genus",
74650,"moss",,"Bry_551","Hageniella micans","Sparkling Signal-moss","Species","0820   551"
74456,"moss",,"Bry_1792","Hamatocaulis",,"Genus","0820  1792"
74457,"moss",,"Bry_229","Hamatocaulis vernicosus","Varnished Hook-moss","Species","0820   229"
113967,"moss",,"Bry_4418","Haplodon",,"Genus",
74224,"moss",,"Bry_1155","Hedwigia",,"Genus","0820  1155"
73169,"moss",,"Bry_328","Hedwigia ciliata s.l.",,"Species aggregate","0820   328"
74225,"moss",,"Bry_1769","Hedwigia ciliata s.str.","Fringed Hoar-moss","Species","0820  1769"
74226,"moss",,"Bry_1769.1","Hedwigia ciliata var. ciliata",,"Variety","0820  1769.1"
74227,"moss",,"Bry_1769.2","Hedwigia ciliata var. leucophaea",,"Variety","0820  1769.2"
74228,"moss",,"Bry_1767","Hedwigia stellata","Starry Hoar-moss","Species","0820  1767"
188427,"moss",,"Bry_4462","Hedwigia striata",,"Species",
74781,"moss",,"Bry_4239","Hedwigiaceae",,"Family","0820 66"
74844,"moss",,"Bry_4302","Hedwigiales",,"Order",
74487,"moss",,"Bry_1156","Helodium",,"Genus","0820  1156"
74488,"moss",,"Bry_330","Helodium blandowii","Blandow's Tamarisk-moss","Species","0820   330"
74141,"moss",,"Bry_1759","Hennediella",,"Genus","0820  1759"
74144,"moss",,"Bry_496","Hennediella heimii","Heim's Pottia","Species","0820   496"
74143,"moss",,"Bry_1059","Hennediella macrophylla","Short Pottia","Species","0820  1059"
74142,"moss",,"Bry_1003","Hennediella stanfordensis","Stanford Screw-moss","Species","0820  1003"
74642,"moss",,"Bry_1157","Herzogiella",,"Genus","0820  1157"
74644,"moss",,"Bry_360","Herzogiella seligeri","Silesian Feather-moss","Species","0820   360"
74643,"moss",,"Bry_457","Herzogiella striatella","Muhlenbeck's Feather-moss","Species","0820   457"
190185,"moss",,"Bry_4516","Heterocladiella",,"Genus",
190151,"moss",,"Bry_332","Heterocladiella dimorpha",,"Species",
74592,"moss",,"Bry_1158","Heterocladium",,"Genus","0820  1158"
190049,"moss",,"Bry_331.1","Heterocladium flaccidum",,"Species","0820   331.1"
74593,"moss",,"Bry_331","Heterocladium heteropterum s.l.","Wry-leaved Tamarisk-moss","Species aggregate","0820   331"
190048,"moss",,"Bry_331.2","Heterocladium heteropterum s.str.",,"Species","0820   331.2"
74596,"moss",,"Bry_1770","Heterocladium wulfsbergii","Wulfsberg's Tamarisk-moss","Species","0820  1770"
74671,"moss",,"Bry_1159","Homalia",,"Genus","0820  1159"
74672,"moss",,"Bry_333","Homalia trichomanoides","Blunt Feather-moss","Species","0820   333"
74546,"moss",,"Bry_1160","Homalothecium",,"Genus","0820  1160"
74548,"moss",,"Bry_126","Homalothecium lutescens","Yellow Feather-moss","Species","0820   126"
74547,"moss",,"Bry_128","Homalothecium sericeum","Silky Wall Feather-moss","Species","0820   128"
74561,"moss",,"Bry_1161","Homomallium",,"Genus","0820  1161"
74562,"moss",,"Bry_334","Homomallium incurvatum","Incurved Feather-moss","Species","0820   334"
74385,"moss",,"Bry_1162","Hookeria",,"Genus","0820  1162"
74386,"moss",,"Bry_335","Hookeria lucens","Shining Hookeria","Species","0820   335"
74782,"moss",,"Bry_4240","Hookeriaceae",,"Family","0820 67"
74845,"moss",,"Bry_4303","Hookeriales",,"Order","0820 3300"
74418,"moss",,"Bry_2500","Hygroamblystegium",,"Genus","0820  2500"
74419,"moss",,"Bry_336","Hygroamblystegium fluviatile","Brook-side Feather-moss","Species","0820   336"
74422,"moss",,"Bry_18","Hygroamblystegium humile","Constricted Feather-moss","Species","0820    18"
74420,"moss",,"Bry_337","Hygroamblystegium tenax","Fountain Feather-moss","Species","0820   337"
74421,"moss",,"Bry_20","Hygroamblystegium varium","Willow Feather-moss","Species","0820    20"
190177,"moss",,"Bry_4508","Hygrohypnella",,"Genus",
190136,"moss",,"Bry_342","Hygrohypnella ochracea",,"Species",
190137,"moss",,"Bry_1002","Hygrohypnella polaris",,"Species",
74436,"moss",,"Bry_1163","Hygrohypnum",,"Genus","0820  1163"
74439,"moss",,"Bry_340","Hygrohypnum luridum","Drab Brook-moss","Species","0820   340"
73170,"moss",,"Bry_340.1","Hygrohypnum luridum var. luridum",,"Variety","0820   340.1"
73171,"moss",,"Bry_340.2","Hygrohypnum luridum var. subsphaericarpon",,"Variety","0820   340.2"
74440,"moss",,"Bry_1357","Hygrohypnum styriacum","Snow Brook-moss","Species","0820  1357"
74783,"moss",,"Bry_4241","Hylocomiaceae",,"Family","0820 99"
190183,"moss",,"Bry_4514","Hylocomiadelphus",,"Genus",
190148,"moss",,"Bry_534","Hylocomiadelphus triquetrus",,"Species",
74609,"moss",,"Bry_2600","Hylocomiastrum",,"Genus","0820  2600"
74610,"moss",,"Bry_345","Hylocomiastrum pyrenaicum","Oake's Wood-moss","Species","0820   345"
74611,"moss",,"Bry_347","Hylocomiastrum umbratum","Shaded Wood-moss","Species","0820   347"
74612,"moss",,"Bry_1164","Hylocomium",,"Genus","0820  1164"
74613,"moss",,"Bry_346","Hylocomium splendens","Glittering Wood-moss","Species","0820   346"
201022,"moss",,"Bry_4525","Hymenoloma",,"Genus",
189852,"moss",,"Bry_194","Hymenoloma crispulum","Mountain Pincushion","Species","0820   194"
201027,"moss","(null)","Bry_4530","Hymenolomataceae",,"Family",
74032,"moss",,"Bry_1793","Hymenostylium",,"Genus","0820  1793"
74033,"moss",,"Bry_323","Hymenostylium recurvirostrum s.l.",,"Species aggregate","0820   323"
74035,"moss",,"Bry_323.2","Hymenostylium recurvirostrum var. insigne","Robust Tufa-moss","Variety","0820   323.2"
74701,"moss",,"Bry_323.3","Hymenostylium recurvirostrum var. recurvirostrum","Hook-beak Tufa-moss","Variety","0820   323.3"
74588,"moss",,"Bry_1165","Hyocomium",,"Genus","0820  1165"
74589,"moss",,"Bry_348","Hyocomium armoricum","Flagellate Feather-moss","Species","0820   348"
74784,"moss",,"Bry_4242","Hypnaceae",,"Family","0820 68"
74846,"moss",,"Bry_4304","Hypnales",,"Order","0820 3400"
74563,"moss",,"Bry_1167","Hypnum",,"Genus","0820  1167"
74573,"moss",,"Bry_351.5","Hypnum andoi","Mamillate Plait-moss","Species","0820   351.5"
74568,"moss",,"Bry_4143","Hypnum cupressiforme",,"Species",
73172,"moss",,"Bry_351","Hypnum cupressiforme s.l.",,"Species aggregate","0820   351"
74569,"moss",,"Bry_351.1","Hypnum cupressiforme var. cupressiforme","Cypress-leaved Plait-moss","Variety","0820   351.1"
74571,"moss",,"Bry_351.9","Hypnum cupressiforme var. heseleri",,"Variety","0820   351.9"
74570,"moss",,"Bry_351.8","Hypnum cupressiforme var. lacunosum","Great Plait-moss","Variety","0820   351.8"
74572,"moss",,"Bry_351.6","Hypnum cupressiforme var. resupinatum","Supine Plait-moss","Variety","0820   351.6"
72765,"moss",,"Bry_351.7","Hypnum cupressiforme var. tectorum",,"Variety","0820   351.7"
74576,"moss",,"Bry_353","Hypnum imponens","Pellucid Plait-moss","Species","0820   353"
74575,"moss",,"Bry_351.2","Hypnum jutlandicum","Heath Plait-moss","Species","0820   351.2"
73174,"moss",,"Bry_351.4","Hypnum lacunosum","Great Plait-moss","Species","0820   351.4"
73175,"moss",,"Bry_351.7","Hypnum lacunosum var. tectorum","Roof Plait-moss","Variety","0820   351.7"
74564,"moss",,"Bry_355","Hypnum revolutum","Revolute Plait-moss","Species","0820   355"
74566,"moss",,"Bry_355.1","Hypnum revolutum var. dolomiticum",,"Variety","0820   355.1"
74574,"moss",,"Bry_1038","Hypnum uncinulatum","Hooked Plait-moss","Species","0820  1038"
74637,"moss",,"Bry_1168","Isopterygiopsis",,"Genus","0820  1168"
74638,"moss",,"Bry_358","Isopterygiopsis muelleriana","Mueller's Silk-moss","Species","0820   358"
74639,"moss",,"Bry_359","Isopterygiopsis pulchella","Neat Silk-moss","Species","0820   359"
113969,"moss",,"Bry_4420","Isopterygium",,"Genus",
74680,"moss",,"Bry_1170","Isothecium",,"Genus","0820  1170"
74684,"moss",,"Bry_363","Isothecium alopecuroides","Larger Mouse-tail Moss","Species","0820   363"
74685,"moss",,"Bry_361","Isothecium holtii","Holt's Mouse-tail Moss","Species","0820   361"
190051,"moss",,"Bry_362.1","Isothecium interludens",,"Species","0820   362.1"
74681,"moss",,"Bry_362","Isothecium myosuroides s.l.","Slender Mouse-tail Moss","Species aggregate","0820   362"
190050,"moss",,"Bry_362.2","Isothecium myosuroides s.str.",,"Species","0820   362.2"
190175,"moss",,"Bry_4506","Kandaea",,"Genus",
190129,"moss",,"Bry_130","Kandaea elodes",,"Species",
73927,"moss",,"Bry_1171","Kiaeria",,"Genus","0820  1171"
73929,"moss",,"Bry_196","Kiaeria blyttii","Blytt's Fork-moss","Species","0820   196"
73928,"moss",,"Bry_199","Kiaeria falcata","Sickle-leaved Fork-moss","Species","0820   199"
73931,"moss",,"Bry_202","Kiaeria glacialis","Snow Fork-moss","Species","0820   202"
73930,"moss",,"Bry_209","Kiaeria starkei","Starke's Fork-moss","Species","0820   209"
74519,"moss",,"Bry_2700","Kindbergia",,"Genus","0820  2700"
74520,"moss",,"Bry_249","Kindbergia praelonga","Common Feather-moss","Species","0820   249"
74785,"moss",,"Bry_4243","Lembophyllaceae",,"Family",
74047,"moss",,"Bry_1172","Leptobarbula",,"Genus","0820  1172"
74048,"moss",,"Bry_1053","Leptobarbula berica","Beric Beard-moss","Species","0820  1053"
74184,"moss",,"Bry_1173","Leptobryum",,"Genus","0820  1173"
74185,"moss",,"Bry_365","Leptobryum pyriforme","Golden Thread-moss","Species","0820   365"
74423,"moss",,"Bry_1794","Leptodictyum",,"Genus","0820  1794"
74424,"moss",,"Bry_366","Leptodictyum riparium","Kneiff's Feather-moss","Species","0820   366"
74678,"moss",,"Bry_1174","Leptodon",,"Genus","0820  1174"
74786,"moss",,"Bry_4244","Leptodontaceae",,"Family",
74071,"moss",,"Bry_1175","Leptodontium",,"Genus","0820  1175"
74072,"moss",,"Bry_368","Leptodontium flexifolium","Bent-leaved Beard-moss","Species","0820   368"
74073,"moss",,"Bry_369","Leptodontium gemmascens","Thatch-moss","Species","0820   369"
118208,"moss",,"Bry_4445","Leptodontium proliferum",,"Species",
74149,"moss",,"Bry_2800","Leptophascum",,"Genus","0820  2800"
74375,"moss",,"Bry_2200","Leptotheca",,"Genus","0820  2200"
74376,"moss",,"Bry_2201","Leptotheca gaudichaudii",,"Species","0820  2201"
72801,"moss",,"Bry_2201.1","Leptotheca gaudichaudii var. gaudichaudii",,"Species",
74474,"moss",,"Bry_1176","Lescuraea",,"Genus","0820  1176"
72802,"moss",,"Bry_505","Lescuraea incurvata",,"Species","0820   505"
72804,"moss",,"Bry_506","Lescuraea patens",,"Species","0820   506"
72805,"moss",,"Bry_513","Lescuraea plicata",,"Species","0820   513"
74475,"moss",,"Bry_371","Lescuraea saxicola","Rock Feather-moss","Species","0820   371"
74465,"moss",,"Bry_1177","Leskea",,"Genus","0820  1177"
74466,"moss",,"Bry_373","Leskea polycarpa","Many-fruited Leskea","Species","0820   373"
74787,"moss",,"Bry_4245","Leskeaceae",,"Family","0820 69"
74788,"moss",,"Bry_4246","Leucobryaceae",,"Family","0820 70"
73985,"moss",,"Bry_1178","Leucobryum",,"Genus","0820  1178"
201017,"moss",,"Bry_4523","Leucobryum albidum",,"Species",
201015,"moss",,"Bry_374.1","Leucobryum glaucum s.str.",,"Species",
73986,"moss",,"Bry_374","Leucobryum glaucum sensu Smith (2004)","Large White-moss","Species","0820   374"
201016,"moss",,"Bry_1005.1","Leucobryum juniperoideum s.str.",,"Species",
73987,"moss",,"Bry_1005","Leucobryum juniperoideum sensu Smith (2004)","Smaller White-moss","Species","0820  1005"
74658,"moss",,"Bry_1179","Leucodon",,"Genus","0820  1179"
74659,"moss",,"Bry_375","Leucodon sciuroides","Squirrel-tail Moss","Species","0820   375"
74661,"moss",,"Bry_375.1","Leucodon sciuroides var. morensis",,"Variety","0820   375.1"
74660,"moss",,"Bry_375.2","Leucodon sciuroides var. sciuroides",,"Variety","0820   375.2"
74789,"moss",,"Bry_4247","Leucodontaceae",,"Family","0820 71"
74847,"moss",,"Bry_4305","Leucodontales",,"Order","0820 3200"
190171,"moss",,"Bry_4502","Lewinskya",,"Genus",
190120,"moss",,"Bry_1359","Lewinskya acuminata",,"Species",
190122,"moss",,"Bry_414","Lewinskya affinis",,"Species",
190190,"moss",,"Bry_4521","Lewinskya affinis s.str.",,"Species",
190189,"moss",,"Bry_4520","Lewinskya fastigiata",,"Species",
190117,"moss",,"Bry_423","Lewinskya rupestris",,"Species",
190118,"moss",,"Bry_1408","Lewinskya shawii",,"Species",
190121,"moss",,"Bry_426","Lewinskya speciosa",,"Species",
190119,"moss",,"Bry_429","Lewinskya striata",,"Species",
74607,"moss",,"Bry_2900","Loeskeobryum",,"Genus","0820  2900"
74608,"moss",,"Bry_344","Loeskeobryum brevirostre","Short-beaked Wood-moss","Species","0820   344"
74179,"moss",,"Bry_1180","Meesia",,"Genus","0820  1180"
74181,"moss",,"Bry_376","Meesia triquetra","Three-ranked Hump-moss","Species","0820   376"
74180,"moss",,"Bry_377","Meesia uliginosa","Broad-nerved Hump-moss","Species","0820   377"
74790,"moss",,"Bry_4248","Meesiaceae",,"Family","0820 72"
74133,"moss",,"Bry_1795","Microbryum",,"Genus","0820  1795"
74139,"moss",,"Bry_433","Microbryum curvicollum","Swan-necked Earth-moss","Species","0820   433"
74135,"moss",,"Bry_1781","Microbryum davallianum","Smallest Pottia","Species","0820  1781"
