"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Carex acutiformis x riparia = C. x sooi Jákucs"	"Vas_22151"	"2cd4p9h.qz1"	"2cd4p9h.qz1"	"Carex acutiformis x riparia = C. x sooi Jákucs"	"Carex acutiformis x riparia = C. x sooi"		"Carex acutiformis x riparia = C. x sooi"				
"Cotoneaster henryanus (C.K.Schneid.) Rehder & E.H.Wilson"	"0920003378"	"2cd4p9h.qz4"	"2cd4p9h.qz4"	"Cotoneaster henryanus (C.K.Schneid.) Rehder & E.H.Wilson"	"Cotoneaster henryanus"		"Cotoneaster henryanus"				
"Medicago murex Willd."	"0920006998"	"2cd4p9h.qz7"	"2cd4p9h.qz7"	"Medicago murex Willd."	"Medicago murex"		"Medicago murex"				
"Erigeron strigosus Muhl. ex Willd."	"0920007299.2"	"2cd4p9h.qza"	"2cd4p9h.7mm1qg"	"Erigeron annuus (L.) Pers."	"Erigeron annuus"		"Erigeron strigosus"				
"Erigeron annuus (L.) Pers."	"0920007299"	"2cd4p9h.qza"	"2cd4p9h.qza"	"Erigeron annuus (L.) Pers."	"Erigeron annuus"		"Erigeron annuus"				
"Iris foetidissima L. var. foetidissima"	"0920001036.2"	"2cd4p9h.qzd"	"2cd4p9h.qzd"	"Iris foetidissima L. var. foetidissima"	"Iris foetidissima var. foetidissima"		"Iris foetidissima var. foetidissima"				
"Circaea L."	"0920004806"	"2cd4p9h.qzg"	"2cd4p9h.qzg"	"Circaea L."	"Circaea"		"Circaea"				
"Clematis L."	"0920004810"	"2cd4p9h.qzw"	"2cd4p9h.qzw"	"Clematis L."	"Clematis"		"Clematis"				
"Rodgersia sambucifolia Hemsl."	"0920009587"	"2cd4p9h.qzm"	"2cd4p9h.qzm"	"Rodgersia sambucifolia Hemsl."	"Rodgersia sambucifolia"		"Rodgersia sambucifolia"				
"Epilobium lactiflorum Hausskn."	"0920009621"	"2cd4p9h.qzp"	"2cd4p9h.qzp"	"Epilobium lactiflorum Hausskn."	"Epilobium lactiflorum"		"Epilobium lactiflorum"				
"Carex otrubae x spicata = C. x haussknechtii Senay"	"0920009641"	"2cd4p9h.qzs"	"2cd4p9h.qzs"	"Carex otrubae x spicata = C. x haussknechtii Senay"	"Carex otrubae x spicata = C. x haussknechtii"		"Carex otrubae x spicata = C. x haussknechtii"				
"Carex salina Wahlenb."	"0920009681"	"2cd4p9h.r00"	"2cd4p9h.r00"	"Carex salina Wahlenb."	"Carex salina"		"Carex salina"				
"Wahlenbergia gracilis (G.Forst.) A.DC."	"0920009696"	"2cd4p9h.r03"	"2cd4p9h.r03"	"Wahlenbergia gracilis (G.Forst.) A.DC."	"Wahlenbergia gracilis"		"Wahlenbergia gracilis"				
"Centaurea scabiosa var. succisiifolia E.Marshall *"	"0920000446.2"	"2cd4p9h.r09"	"2cd4p9h.r09"	"Centaurea scabiosa var. succisiifolia E.Marshall"	"Centaurea scabiosa var. succisiifolia"		"Centaurea scabiosa var. succisiifolia"				
"Asplenium ruta-muraria x trichomanes = A. x clermontiae Syme"	"0910000187"	"2cd4p9h.r0c"	"2cd4p9h.r0c"	"Asplenium ruta-muraria x trichomanes = A. x clermontiae Syme"	"Asplenium ruta-muraria x trichomanes = A. x clermontiae"		"Asplenium ruta-muraria x trichomanes = A. x clermontiae"				
"Calamintha sylvatica Bromf."	"0920000297"	"2cd4p9h.r0f"	"2cd4p9h.7g3s5d"	"Clinopodium menthifolium (Host) Stace"	"Clinopodium menthifolium"		"Calamintha sylvatica"				
"Calamintha sylvatica Bromf. subsp. sylvatica"	"0920000297"	"2cd4p9h.r0f"	"2cd4p9h.7mm6x6"	"Clinopodium menthifolium (Host) Stace"	"Clinopodium menthifolium"		"Calamintha sylvatica subsp. sylvatica"				
"Clinopodium menthifolium (Host) Stace"	"0920000297"	"2cd4p9h.r0f"	"2cd4p9h.r0f"	"Clinopodium menthifolium (Host) Stace"	"Clinopodium menthifolium"		"Clinopodium menthifolium"				
"Asplenium adiantum-nigrum subsp. onopteris (L.) Heufl."	"0910000185.2"	"2cd4p9h.r0v"	"2cd4p9h.7mm6vr"	"Asplenium onopteris L."	"Asplenium onopteris"		"Asplenium adiantum-nigrum subsp. onopteris"				
"Asplenium onopteris L."	"0910000185.2"	"2cd4p9h.r0v"	"2cd4p9h.r0v"	"Asplenium onopteris L."	"Asplenium onopteris"		"Asplenium onopteris"				
"Sisymbrium officinale (L.) Scop. var. officinale"	"0920001938.2"	"2cd4p9h.r0z"	"2cd4p9h.r0z"	"Sisymbrium officinale (L.) Scop. var. officinale"	"Sisymbrium officinale var. officinale"		"Sisymbrium officinale var. officinale"				
"Solanum dulcamara var. marinum Bab."	"0920001947.2"	"2cd4p9h.r12"	"2cd4p9h.r12"	"Solanum dulcamara var. marinum Bab."	"Solanum dulcamara var. marinum"		"Solanum dulcamara var. marinum"				
"Silene dichotoma Ehrh."	"0920001924"	"2cd4p9h.r15"	"2cd4p9h.r15"	"Silene dichotoma Ehrh."	"Silene dichotoma"		"Silene dichotoma"				
"Rubus obscuriflorus Edees & A.Newton"	"0920003752"	"2cd4p9h.r18"	"2cd4p9h.r18"	"Rubus obscuriflorus Edees & A.Newton"	"Rubus obscuriflorus"		"Rubus obscuriflorus"				
"Euphorbia villosa Waldst. & Kit. ex Willd."	"0920000778"	"2cd4p9h.r1b"	"2cd4p9h.r1b"	"Euphorbia villosa Waldst. & Kit. ex Willd."	"Euphorbia villosa"		"Euphorbia villosa"				
"Crepis capillaris (L.) Wallr. var. capillaris"	"0920000572.1"	"2cd4p9h.r1e"	"2cd4p9h.r1e"	"Crepis capillaris (L.) Wallr. var. capillaris"	"Crepis capillaris var. capillaris"		"Crepis capillaris var. capillaris"				
"Cotoneaster cashmiriensis G.Klotz"	"0920002932"	"2cd4p9h.r1q"	"2cd4p9h.r1q"	"Cotoneaster cashmiriensis G.Klotz"	"Cotoneaster cashmiriensis"		"Cotoneaster cashmiriensis"				
"Cotoneaster congestus Baker"	"0920002933"	"2cd4p9h.r1t"	"2cd4p9h.r1t"	"Cotoneaster congestus Baker"	"Cotoneaster congestus"		"Cotoneaster congestus"				
"Oxalis dillenii Jacq."	"0920002517"	"2cd4p9h.r21"	"2cd4p9h.r21"	"Oxalis dillenii Jacq."	"Oxalis dillenii"		"Oxalis dillenii"				
"Lamiastrum galeobdolon subsp. montanum (Pers.) Ehrend. & Polatschek var. montanum"	"0920000862.3"	"2cd4p9h.r24"	"2cd4p9h.r24"	"Lamiastrum galeobdolon subsp. montanum (Pers.) Ehrend. & Polatschek var. montanum"	"Lamiastrum galeobdolon subsp. montanum var. montanum"		"Lamiastrum galeobdolon subsp. montanum var. montanum"				
"Trifolium fragiferum subsp. bonannii (C.Presl) Soják"	"0920002083.1"	"2cd4p9h.r27"	"2cd4p9h.r27"	"Trifolium fragiferum subsp. bonannii (C.Presl) Soják"	"Trifolium fragiferum subsp. bonannii"		"Trifolium fragiferum subsp. bonannii"				
"Acer heldreichii Orph. ex Boiss."	"0920005712"	"2cd4p9h.r2a"	"2cd4p9h.r2a"	"Acer heldreichii Orph. ex Boiss."	"Acer heldreichii"		"Acer heldreichii"				
"Medicago scutellata (L.) Mill."	"0920007007"	"2cd4p9h.r2d"	"2cd4p9h.r2d"	"Medicago scutellata (L.) Mill."	"Medicago scutellata"		"Medicago scutellata"				
"Melilotus messanensis (L.) All."	"0920007016"	"2cd4p9h.r2g"	"2cd4p9h.r2g"	"Melilotus messanensis (L.) All."	"Melilotus messanensis"		"Melilotus messanensis"				
"Tragopogon pratensis L. subsp. pratensis"	"0920002074.3"	"2cd4p9h.r2w"	"2cd4p9h.r2w"	"Tragopogon pratensis L. subsp. pratensis"	"Tragopogon pratensis subsp. pratensis"		"Tragopogon pratensis subsp. pratensis"				
"Stachys macrantha (K.Koch) Stearn"	"0920004132"	"2cd4p9h.r2m"	"2cd4p9h.r2m"	"Stachys macrantha (K.Koch) Stearn"	"Stachys macrantha"		"Stachys macrantha"				
"Bidens aurea (Aiton) Sherff"	"0920004138"	"2cd4p9h.r2p"	"2cd4p9h.r2p"	"Bidens aurea (Aiton) Sherff"	"Bidens aurea"		"Bidens aurea"				
"Ceratostigma plumbaginoides Bunge"	"0920004142"	"2cd4p9h.r30"	"2cd4p9h.r30"	"Ceratostigma plumbaginoides Bunge"	"Ceratostigma plumbaginoides"		"Ceratostigma plumbaginoides"				
"Geranium asphodeloides Burm.f."	"0920004153"	"2cd4p9h.r33"	"2cd4p9h.r33"	"Geranium asphodeloides Burm.f."	"Geranium asphodeloides"		"Geranium asphodeloides"				
"Staphylea colchica Steven"	"0920004165"	"2cd4p9h.r36"	"2cd4p9h.r36"	"Staphylea colchica Steven"	"Staphylea colchica"		"Staphylea colchica"				
"Viburnum erubescens Wall."	"0920004168"	"2cd4p9h.r39"	"2cd4p9h.r39"	"Viburnum erubescens Wall."	"Viburnum erubescens"		"Viburnum erubescens"				
"Viburnum odoratissimum Ker Gawl."	"0920004169"	"2cd4p9h.r3c"	"2cd4p9h.r3c"	"Viburnum odoratissimum Ker Gawl."	"Viburnum odoratissimum"		"Viburnum odoratissimum"				
"Torreya californica Torr."	"0920004173"	"2cd4p9h.r3v"	"2cd4p9h.r3v"	"Torreya californica Torr."	"Torreya californica"		"Torreya californica"				
"Juncus conglomeratus L. var. conglomeratus"	"0920001063.1"	"2cd4p9h.r3y"	"2cd4p9h.r3y"	"Juncus conglomeratus L. var. conglomeratus"	"Juncus conglomeratus var. conglomeratus"		"Juncus conglomeratus var. conglomeratus"				
"Orchis militaris L."	"0920001388"	"2cd4p9h.r3z"	"2cd4p9h.r3z"	"Orchis militaris L."	"Orchis militaris"		"Orchis militaris"				
"Plantago scabra Moench, nom. illegit."	"0920001486"	"2cd4p9h.r42"	"2cd4p9h.7mm434"	"Plantago arenaria Waldst. & Kit."	"Plantago arenaria"		"Plantago scabra"				
"Plantago arenaria Waldst. & Kit."	"0920001486"	"2cd4p9h.r42"	"2cd4p9h.r42"	"Plantago arenaria Waldst. & Kit."	"Plantago arenaria"		"Plantago arenaria"				
"Persicaria hydropiper var. densiflora (A.Braun) Akeroyd"	"0920001530.1"	"2cd4p9h.r45"	"2cd4p9h.r45"	"Persicaria hydropiper var. densiflora (A.Braun) Akeroyd"	"Persicaria hydropiper var. densiflora"		"Persicaria hydropiper var. densiflora"				
"Melampyrum pratense L. subsp. pratense var. pratense"	"0920001256.3"	"2cd4p9h.r48"	"2cd4p9h.r48"	"Melampyrum pratense L. subsp. pratense var. pratense"	"Melampyrum pratense subsp. pratense var. pratense"		"Melampyrum pratense subsp. pratense var. pratense"				
"Woodwardia radicans (L.) Sm."	"0910008278"	"2cd4p9h.r4e"	"2cd4p9h.r4e"	"Woodwardia radicans (L.) Sm."	"Woodwardia radicans"		"Woodwardia radicans"				
"Rumex obtusifolius subsp. transiens (Simonk.) Rech.f."	"0920001748.3"	"2cd4p9h.r4h"	"2cd4p9h.7mm7dt"	"Rumex obtusifolius var. transiens (Simonk.) Kubát"	"Rumex obtusifolius var. transiens"		"Rumex obtusifolius subsp. transiens"				
"Rumex obtusifolius var. transiens (Simonk.) Kubát"	"0920001748.3"	"2cd4p9h.r4h"	"2cd4p9h.r4h"	"Rumex obtusifolius var. transiens (Simonk.) Kubát"	"Rumex obtusifolius var. transiens"		"Rumex obtusifolius var. transiens"				
"Valeriana officinalis subsp. sambucifolia (J.C.Mikan ex Pohl) W.R.Hayw."	"0920002140.2"	"2cd4p9h.r4k"	"2cd4p9h.r4k"	"Valeriana officinalis subsp. sambucifolia (J.C.Mikan ex Pohl) W.R.Hayw."	"Valeriana officinalis subsp. sambucifolia"		"Valeriana officinalis subsp. sambucifolia"				
"Rumex rugosus Campd."	"0920001734.4"	"2cd4p9h.r4n"	"2cd4p9h.7mm533"	"Rumex acetosa subsp. ambiguus (Gren.) Á.Löve"	"Rumex acetosa subsp. ambiguus"		"Rumex rugosus"				
"Rumex acetosa subsp. ambiguus (Gren.) Á.Löve"	"0920001734.4"	"2cd4p9h.r4n"	"2cd4p9h.r4n"	"Rumex acetosa subsp. ambiguus (Gren.) Á.Löve"	"Rumex acetosa subsp. ambiguus"		"Rumex acetosa subsp. ambiguus"				
"Rumex acetosa subsp. ambiguus (Gren.) Á.Löve"	"Vas_23143"	"2cd4p9h.r4n"	"2cd4p9h.r4n"	"Rumex acetosa subsp. ambiguus (Gren.) Á.Löve"	"Rumex acetosa subsp. ambiguus"		"Rumex acetosa subsp. ambiguus"				
"Taxus baccata f. fasciculata (Lindl.) Pilger"	"0920002039.3"	"2cd4p9h.r4q"	"2cd4p9h.r4q"	"Taxus baccata f. fasciculata (Lindl.) Pilger"	"Taxus baccata f. fasciculata"		"Taxus baccata f. fasciculata"				
"Tripleurospermum maritimum (L.) W.D.J.Koch subsp. maritimum"	"0920001241.5"	"2cd4p9h.r51"	"2cd4p9h.r51"	"Tripleurospermum maritimum (L.) W.D.J.Koch subsp. maritimum"	"Tripleurospermum maritimum subsp. maritimum"		"Tripleurospermum maritimum subsp. maritimum"				
"Picea abies (L.) H.Karst. subsp. abies"	"0920001470.4"	"2cd4p9h.r54"	"2cd4p9h.r54"	"Picea abies (L.) H.Karst. subsp. abies"	"Picea abies subsp. abies"		"Picea abies subsp. abies"				
"Pyrus cordata Desv."	"0920001634"	"2cd4p9h.r57"	"2cd4p9h.r57"	"Pyrus cordata Desv."	"Pyrus cordata"		"Pyrus cordata"				
"Nymphoides peltata morph. thrum"	"0920001360.2"	"2cd4p9h.r5a"	"2cd4p9h.r5a"	"Nymphoides peltata morph. thrum"	"Nymphoides peltata morph. thrum"		"Nymphoides peltata morph. thrum"				
"Rumex conglomeratus x maritimus = R. x knafii Čelak."	"0920002458"	"2cd4p9h.r5d"	"2cd4p9h.r5d"	"Rumex conglomeratus x maritimus = R. x knafii Čelak."	"Rumex conglomeratus x maritimus = R. x knafii"		"Rumex conglomeratus x maritimus = R. x knafii"				
"Rumex cristatus x obtusifolius = R. x lousleyi D.H.Kent"	"0920002459"	"2cd4p9h.r5g"	"2cd4p9h.r5g"	"Rumex cristatus x obtusifolius = R. x lousleyi D.H.Kent"	"Rumex cristatus x obtusifolius = R. x lousleyi"		"Rumex cristatus x obtusifolius = R. x lousleyi"				
"Rumex pulcher x sanguineus = R. x mixtus P.Lamb."	"0920002460"	"2cd4p9h.r5w"	"2cd4p9h.r5w"	"Rumex pulcher x sanguineus = R. x mixtus P.Lamb."	"Rumex pulcher x sanguineus = R. x mixtus"		"Rumex pulcher x sanguineus = R. x mixtus"				
"Vicia sepium L. var. sepium"	"0920002198.2"	"2cd4p9h.r5m"	"2cd4p9h.r5m"	"Vicia sepium L. var. sepium"	"Vicia sepium var. sepium"		"Vicia sepium var. sepium"				
"Viola hirta L. subsp. hirta"	"0920002210.2"	"2cd4p9h.r5s"	"2cd4p9h.r5s"	"Viola hirta L. subsp. hirta"	"Viola hirta subsp. hirta"		"Viola hirta subsp. hirta"				
"Papaver lateritium K.Koch"	"0920001428"	"2cd4p9h.r60"	"2cd4p9h.r60"	"Papaver lateritium K.Koch"	"Papaver lateritium"		"Papaver lateritium"				
"Limonium procerum (C.E.Salmon) Ingr."	"0920002537"	"2cd4p9h.r63"	"2cd4p9h.r63"	"Limonium procerum (C.E.Salmon) Ingr."	"Limonium procerum"		"Limonium procerum"				
"Limonium recurvum subsp. portlandicum Ingr."	"0920001152.9"	"2cd4p9h.r66"	"2cd4p9h.r66"	"Limonium recurvum subsp. portlandicum Ingr."	"Limonium recurvum subsp. portlandicum"		"Limonium recurvum subsp. portlandicum"				
"Limonium transwallianum (Pugsley) Pugsley"	"0920001153"	"2cd4p9h.r69"	"2cd4p9h.r69"	"Limonium transwallianum (Pugsley) Pugsley"	"Limonium transwallianum"		"Limonium transwallianum"				
"Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip. subsp. peleteriana"	"0920003144.1"	"2cd4p9h.r6c"	"2cd4p9h.r6c"	"Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip. subsp. peleteriana"	"Pilosella peleteriana subsp. peleteriana"		"Pilosella peleteriana subsp. peleteriana"				
"Scleranthus perennis L. subsp. perennis"	"0920001863.1"	"2cd4p9h.r6f"	"2cd4p9h.r6f"	"Scleranthus perennis L. subsp. perennis"	"Scleranthus perennis subsp. perennis"		"Scleranthus perennis subsp. perennis"				
"Melampyrum pratense subsp. commutatum (Tausch ex A.Kern.) C.E.Britton"	"0920001256.1"	"2cd4p9h.r6v"	"2cd4p9h.r6v"	"Melampyrum pratense subsp. commutatum (Tausch ex A.Kern.) C.E.Britton"	"Melampyrum pratense subsp. commutatum"		"Melampyrum pratense subsp. commutatum"				
"Arctium tomentosum Mill."	"0920002252"	"2cd4p9h.r6x"	"2cd4p9h.r6x"	"Arctium tomentosum Mill."	"Arctium tomentosum"		"Arctium tomentosum"				
"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana F.B.White"	"0920002346"	"2cd4p9h.r6y"	"2cd4p9h.r6y"	"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana F.B.White"	"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana"		"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana"				
"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana F.B.White"	"Vas_23164"	"2cd4p9h.r6y"	"2cd4p9h.r6y"	"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana F.B.White"	"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana"		"Salix aurita x myrsinifolia x phylicifolia = S. x saxetana"				
"Taraxacum ordinatum Hagend., Soest & Zevenb."	"0920003865"	"2cd4p9h.r6r"	"2cd4p9h.7mm5ze"	"Taraxacum insigne E.Ekman ex M.P.Christ. & Wiinst."	"Taraxacum insigne"		"Taraxacum ordinatum"				
"Taraxacum insigne E.Ekman ex M.P.Christ. & Wiinst."	"0920003865"	"2cd4p9h.r6r"	"2cd4p9h.r6r"	"Taraxacum insigne E.Ekman ex M.P.Christ. & Wiinst."	"Taraxacum insigne"		"Taraxacum insigne"				
"Taraxacum praestans H.Lindb."	"0920003903"	"2cd4p9h.r6z"	"2cd4p9h.r6z"	"Taraxacum praestans H.Lindb."	"Taraxacum praestans"		"Taraxacum praestans"				
"Taraxacum cambricum A.J.Richards"	"0920003946"	"2cd4p9h.r72"	"2cd4p9h.r72"	"Taraxacum cambricum A.J.Richards"	"Taraxacum cambricum"		"Taraxacum cambricum"				
"Taraxacum cornubiense A.J.Richards"	"0920003953"	"2cd4p9h.r75"	"2cd4p9h.r75"	"Taraxacum cornubiense A.J.Richards"	"Taraxacum cornubiense"		"Taraxacum cornubiense"				
"Brachypodium pinnatum (L.) P.Beauv. s.s."	"0920009942"	"2cd4p9h.r78"	"2cd4p9h.r78"	"Brachypodium pinnatum (L.) P.Beauv. s.s."	"Brachypodium pinnatum"	"s.s."	"Brachypodium pinnatum"	"s.s."			
"Taraxacum pseudohamatum Dahlst."	"0920004002"	"2cd4p9h.r7b"	"2cd4p9h.r7b"	"Taraxacum pseudohamatum Dahlst."	"Taraxacum pseudohamatum"		"Taraxacum pseudohamatum"				
"Echium parviflorum Moench"	"0920004037"	"2cd4p9h.r7e"	"2cd4p9h.r7e"	"Echium parviflorum Moench"	"Echium parviflorum"		"Echium parviflorum"				
"Trigonella hamosa Forssk. non L."	"0920004049"	"2cd4p9h.r7h"	"2cd4p9h.7mm65m"	"Trigonella glabra Thunb."	"Trigonella glabra"		"Trigonella hamosa"				
"Phyllostachys nigra (G.Lodd.) Munro"	"0920004068"	"2cd4p9h.r7q"	"2cd4p9h.r7q"	"Phyllostachys nigra (G.Lodd.) Munro"	"Phyllostachys nigra"		"Phyllostachys nigra"				
"Leptospermum liversidgei R.T.Baker & H.G.Sm."	"0920005557"	"2cd4p9h.r84"	"2cd4p9h.r84"	"Leptospermum liversidgei R.T.Baker & H.G.Sm."	"Leptospermum liversidgei"		"Leptospermum liversidgei"				
"Limonium binervosum subsp. anglicum Ingr."	"0920002532.2"	"2cd4p9h.r8a"	"2cd4p9h.r8a"	"Limonium binervosum subsp. anglicum Ingr."	"Limonium binervosum subsp. anglicum"		"Limonium binervosum subsp. anglicum"				
"Limonium binervosum subsp. cantianum Ingr."	"0920002532.3"	"2cd4p9h.r8d"	"2cd4p9h.r8d"	"Limonium binervosum subsp. cantianum Ingr."	"Limonium binervosum subsp. cantianum"		"Limonium binervosum subsp. cantianum"				
"Limonium binervosum subsp. sarniense var. aurigniense Ingr."	"0920002532.6"	"2cd4p9h.r8g"	"2cd4p9h.r8g"	"Limonium binervosum subsp. sarniense var. aurigniense Ingr."	"Limonium binervosum subsp. sarniense var. aurigniense"		"Limonium binervosum subsp. sarniense var. aurigniense"				
"Limonium binervosum subsp. sarniense var. aurigniense Ingr."	"Vas_22721"	"2cd4p9h.r8g"	"2cd4p9h.r8g"	"Limonium binervosum subsp. sarniense var. aurigniense Ingr."	"Limonium binervosum subsp. sarniense var. aurigniense"		"Limonium binervosum subsp. sarniense var. aurigniense"				
"Polygonum sagittatum L."	"0920001542"	"2cd4p9h.r8w"	"2cd4p9h.7mm47k"	"Persicaria sagittata (L.) H.Gross ex Nakai"	"Persicaria sagittata"		"Polygonum sagittatum"				
"Persicaria sagittata (L.) H.Gross ex Nakai"	"0920001542"	"2cd4p9h.r8w"	"2cd4p9h.r8w"	"Persicaria sagittata (L.) H.Gross ex Nakai"	"Persicaria sagittata"		"Persicaria sagittata"				
"Malus x atrosanguinea x niedzwetzkyana = M. x purpurea (E.Barbier) Rehder"	"0920007448"	"2cd4p9h.r8m"	"2cd4p9h.r8m"	"Malus x atrosanguinea x niedzwetzkyana = M. x purpurea (E.Barbier) Rehder"	"Malus x atrosanguinea x niedzwetzkyana = M. x purpurea"		"Malus x atrosanguinea x niedzwetzkyana = M. x purpurea"				
"Thujopsis dolabrata Siebold & Zucc."	"0920003676"	"2cd4p9h.r8s"	"2cd4p9h.r8s"	"Thujopsis dolabrata Siebold & Zucc."	"Thujopsis dolabrata"		"Thujopsis dolabrata"				
"Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago"	"0910001217.2"	"2cd4p9h.r93"	"2cd4p9h.r93"	"Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago"	"Huperzia selago subsp. selago"		"Huperzia selago subsp. selago"				
"Monolepis nuttalliana (Schult.) Greene"	"0920007049"	"2cd4p9h.r99"	"2cd4p9h.r99"	"Monolepis nuttalliana (Schult.) Greene"	"Monolepis nuttalliana"		"Monolepis nuttalliana"				
"Taraxacum hamatiforme Dahlst."	"0920003857"	"2cd4p9h.r9c"	"2cd4p9h.r9c"	"Taraxacum hamatiforme Dahlst."	"Taraxacum hamatiforme"		"Taraxacum hamatiforme"				
"Taraxacum marklundii Palmgr."	"0920003881"	"2cd4p9h.r9f"	"2cd4p9h.r9f"	"Taraxacum marklundii Palmgr."	"Taraxacum marklundii"		"Taraxacum marklundii"				
"Trachycarpus fortunei (Hook.) H.Wendl."	"0920003883"	"2cd4p9h.r9x"	"2cd4p9h.r9x"	"Trachycarpus fortunei (Hook.) H.Wendl."	"Trachycarpus fortunei"		"Trachycarpus fortunei"				
"Polygonum arenarium Waldst. & Kit."	"0920002444"	"2cd4p9h.r9y"	"2cd4p9h.r9y"	"Polygonum arenarium Waldst. & Kit."	"Polygonum arenarium"		"Polygonum arenarium"				
"Rosa caesia s.l."	"Vas_23100"	"2cd4p9h.1qz9kf"	"2cd4p9h.1qz9kf"	"Rosa caesia s.l."	"Rosa caesia"	"s.l."	"Rosa caesia"	"s.l."			
"Arctium nemorosum Lej."	"0920000153"	"2cd4p9h.1qza6p"	"2cd4p9h.1qza6p"	"Arctium nemorosum Lej."	"Arctium nemorosum"		"Arctium nemorosum"				
"Arctium minus subsp. nemorosum (Lej.) Syme"	"0920000153"	"2cd4p9h.1qza6p"	"2cd4p9h.bxm"	"Arctium nemorosum Lej."	"Arctium nemorosum"		"Arctium minus subsp. nemorosum"				
"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"0920002990"	"2cd4p9h.1qzc35"	"2cd4p9h.1qzc35"	"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."			
"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"Vas_23017"	"2cd4p9h.1qzc35"	"2cd4p9h.1qzc35"	"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."			
"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"0920003304"	"2cd4p9h.1qzc35"	"2cd4p9h.1qzc35"	"Potentilla anglica x reptans = P. x mixta Nolte ex Rchb. s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."	"Potentilla anglica x reptans = P. x mixta"	"s.s."			
"Erophila verna (L.) DC. sensu Stace"	"0920004342"	"2cd4p9h.1qzeqe"	"2cd4p9h.wzb"	"Erophila verna (L.) DC. s.s."	"Erophila verna"	"s.s."	"Erophila verna"	"sensu Stace"			
"Erophila praecox (Steven) DC."	"0920000751"	"2cd4p9h.1qzeqe"	"2cd4p9h.7mm1rf"	"Erophila verna (L.) DC. s.s."	"Erophila verna"	"s.s."	"Erophila praecox"				
"Erophila spathulata Láng"	"0920000752"	"2cd4p9h.1qzeqe"	"2cd4p9h.7mm1rx"	"Erophila verna (L.) DC. s.s."	"Erophila verna"	"s.s."	"Erophila spathulata"				
"Erophila verna var. spathulata Láng"	"0920000752"	"2cd4p9h.1qzeqe"	"2cd4p9h.53d"	"Erophila verna (L.) DC. s.s."	"Erophila verna"	"s.s."	"Erophila verna var. spathulata"				
"Erophila verna var. spathulata Láng"	"Vas_22410"	"2cd4p9h.1qzeqe"	"2cd4p9h.53d"	"Erophila verna (L.) DC. s.s."	"Erophila verna"	"s.s."	"Erophila verna var. spathulata"				
"Arrhenatherum elatius subsp. bulbosum (Willd.) Hyl."	"0920000169.1"	"2cd4p9h.1r08gb"	"2cd4p9h.vr"	"Arrhenatherum elatius var. bulbosum (Willd.) St-Amans"	"Arrhenatherum elatius var. bulbosum"		"Arrhenatherum elatius subsp. bulbosum"				
"Fragaria ananassa (Duchesne) Duchesne"	"Vas_22470"	"2cd4p9h.1r1mzk"	"2cd4p9h.1r1mzk"	"Fragaria ananassa (Duchesne) Duchesne"	"Fragaria ananassa"		"Fragaria ananassa"				
"Fragaria x ananassa (Duchesne) Duchesne"	"0920000836"	"2cd4p9h.1r1mzk"	"2cd4p9h.11s"	"Fragaria ananassa (Duchesne) Duchesne"	"Fragaria ananassa"		"Fragaria x ananassa"				
"Epipactis muelleri Godfery"	"0920005476"	"2cd4p9h.1r5s7a"	"2cd4p9h.1r5s7a"	"Epipactis muelleri Godfery"	"Epipactis muelleri"		"Epipactis muelleri"				
"Ballota nigra subsp. meridionalis (Bég.) Bég."	"0920006957"	"2cd4p9h.1sar5h"	"2cd4p9h.1sar5h"	"Ballota nigra subsp. meridionalis (Bég.) Bég."	"Ballota nigra subsp. meridionalis"		"Ballota nigra subsp. meridionalis"				
"Ballota nigra subsp. foetida (Vis.) Hayek"	"0920006957"	"2cd4p9h.1sar5h"	"2cd4p9h.ka6"	"Ballota nigra subsp. meridionalis (Bég.) Bég."	"Ballota nigra subsp. meridionalis"		"Ballota nigra subsp. foetida"				
