"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Fascicularia bicolor (Ruiz & Pav.) Mez"		"2cd4p9h.a7m"	"2cd4p9h.a7m"	"Fascicularia bicolor (Ruiz & Pav.) Mez"	"Fascicularia bicolor"	
"Campanula lactiflora M.Bieb."		"2cd4p9h.a7p"	"2cd4p9h.a7p"	"Campanula lactiflora M.Bieb."	"Campanula lactiflora"	
"Symphytum grandiflorum DC."		"2cd4p9h.a7s"	"2cd4p9h.a7s"	"Symphytum grandiflorum DC."	"Symphytum grandiflorum"	
"Geranium ibericum x platypetalum = G. x magnificum Hyl."		"2cd4p9h.a80"	"2cd4p9h.a80"	"Geranium ibericum x platypetalum = G. x magnificum Hyl."	"Geranium ibericum x platypetalum = G. x magnificum"	
"Ailanthus altissima (Mill.) Swingle"		"2cd4p9h.a86"	"2cd4p9h.a86"	"Ailanthus altissima (Mill.) Swingle"	"Ailanthus altissima"	
"Panicum miliaceum L."		"2cd4p9h.a8c"	"2cd4p9h.a8c"	"Panicum miliaceum L."	"Panicum miliaceum"	
"Aucuba japonica Thunb."		"2cd4p9h.a8v"	"2cd4p9h.a8v"	"Aucuba japonica Thunb."	"Aucuba japonica"	
"Pyracantha coccinea M.Roem."		"2cd4p9h.a8y"	"2cd4p9h.a8y"	"Pyracantha coccinea M.Roem."	"Pyracantha coccinea"	
"Solanum sisymbriifolium Lam."		"2cd4p9h.a8z"	"2cd4p9h.a8z"	"Solanum sisymbriifolium Lam."	"Solanum sisymbriifolium"	
"Arenaria montana L."		"2cd4p9h.aev"	"2cd4p9h.aev"	"Arenaria montana L."	"Arenaria montana"	
"Gypsophila paniculata L."		"2cd4p9h.aex"	"2cd4p9h.aex"	"Gypsophila paniculata L."	"Gypsophila paniculata"	
"Cochlearia pyrenaica DC. subsp. pyrenaica"		"2cd4p9h.aer"	"2cd4p9h.aer"	"Cochlearia pyrenaica DC. subsp. pyrenaica"	"Cochlearia pyrenaica subsp. pyrenaica"	
"Cabomba caroliniana A.Gray"		"2cd4p9h.af5"	"2cd4p9h.af5"	"Cabomba caroliniana A.Gray"	"Cabomba caroliniana"	
"Cichorium endivia L."		"2cd4p9h.ag7"	"2cd4p9h.ag7"	"Cichorium endivia L."	"Cichorium endivia"	
"Taeniatherum caput-medusae (L.) Nevski"		"2cd4p9h.agp"	"2cd4p9h.agp"	"Taeniatherum caput-medusae (L.) Nevski"	"Taeniatherum caput-medusae"	
"Narcissus bicolor L."		"2cd4p9h.ah0"	"2cd4p9h.ah0"	"Narcissus bicolor L."	"Narcissus bicolor"	
"Narcissus moschatus x poeticus = N. x boutignyanus Philippe"		"2cd4p9h.ah3"	"2cd4p9h.ah3"	"Narcissus moschatus x poeticus = N. x boutignyanus Philippe"	"Narcissus moschatus x poeticus = N. x boutignyanus"	
"Apium leptophyllum (Pers.) F.Muell. ex Benth."		"2cd4p9h.ahx"	"2cd4p9h.aqkm6p"	"Cyclospermum leptophyllum (Pers.) Britton & E.H.Wilson"	"Apium leptophyllum"	
"Elaeagnus commutata Bernh."		"2cd4p9h.ahr"	"2cd4p9h.ahr"	"Elaeagnus commutata Bernh."	"Elaeagnus commutata"	
"Eragrostis neomexicana Vasey ex L.H.Dewey"		"2cd4p9h.ahz"	"2cd4p9h.ahz"	"Eragrostis neomexicana Vasey ex L.H.Dewey"	"Eragrostis neomexicana"	
"Eriochloa crebra S.T.Blake"		"2cd4p9h.av2"	"2cd4p9h.av2"	"Eriochloa crebra S.T.Blake"	"Eriochloa crebra"	
"Lilium bulbiferum L."		"2cd4p9h.avq"	"2cd4p9h.avq"	"Lilium bulbiferum L."	"Lilium bulbiferum"	
"Spiraea chamaedryfolia L."		"2cd4p9h.awa"	"2cd4p9h.awa"	"Spiraea chamaedryfolia L."	"Spiraea chamaedryfolia"	
"Medicago sativa L."		"2cd4p9h.awd"	"2cd4p9h.awd"	"Medicago sativa L."	"Medicago sativa"	
"Amaryllis belladonna L."		"2cd4p9h.aww"	"2cd4p9h.aww"	"Amaryllis belladonna L."	"Amaryllis belladonna"	
"Ambrosia psilostachya DC."		"2cd4p9h.awm"	"2cd4p9h.awm"	"Ambrosia psilostachya DC."	"Ambrosia psilostachya"	
"Luma apiculata (DC.) Burret"		"2cd4p9h.aws"	"2cd4p9h.aws"	"Luma apiculata (DC.) Burret"	"Luma apiculata"	
"Aristea ecklonii Baker"		"2cd4p9h.ak3"	"2cd4p9h.ak3"	"Aristea ecklonii Baker"	"Aristea ecklonii"	
"Astragalus cicer L."		"2cd4p9h.ak6"	"2cd4p9h.ak6"	"Astragalus cicer L."	"Astragalus cicer"	
"Avena barbata Pott ex Link"		"2cd4p9h.ak9"	"2cd4p9h.ak9"	"Avena barbata Pott ex Link"	"Avena barbata"	
"Cosmos bipinnatus Cav."		"2cd4p9h.akf"	"2cd4p9h.akf"	"Cosmos bipinnatus Cav."	"Cosmos bipinnatus"	
"Cotoneaster insculptus Diels"		"2cd4p9h.akv"	"2cd4p9h.akv"	"Cotoneaster insculptus Diels"	"Cotoneaster insculptus"	
"Crataegus coccinioides Ashe"		"2cd4p9h.akx"	"2cd4p9h.akx"	"Crataegus coccinioides Ashe"	"Crataegus coccinioides"	
"Crataegus submollis Sarg."		"2cd4p9h.aky"	"2cd4p9h.aky"	"Crataegus submollis Sarg."	"Crataegus submollis"	
"Cyclamen coum Mill."		"2cd4p9h.akr"	"2cd4p9h.akr"	"Cyclamen coum Mill."	"Cyclamen coum"	
"Euphrasia arctica x heslop-harrisonii"		"2cd4p9h.ax2"	"2cd4p9h.ax2"	"Euphrasia arctica x heslop-harrisonii"	"Euphrasia arctica x heslop-harrisonii"	
"Euphrasia arctica x nemorosa"		"2cd4p9h.ax5"	"2cd4p9h.ax5"	"Euphrasia arctica x nemorosa"	"Euphrasia arctica x nemorosa"	
"Euphrasia arctica x salisburgensis"		"2cd4p9h.ax8"	"2cd4p9h.ax8"	"Euphrasia arctica x salisburgensis"	"Euphrasia arctica x salisburgensis"	
"Euphrasia foulaensis x marshallii"		"2cd4p9h.axb"	"2cd4p9h.axb"	"Euphrasia foulaensis x marshallii"	"Euphrasia foulaensis x marshallii"	
"Euphrasia marshallii x rotundifolia"		"2cd4p9h.axe"	"2cd4p9h.axe"	"Euphrasia marshallii x rotundifolia"	"Euphrasia marshallii x rotundifolia"	
"Euphrasia tetraquetra x nemorosa"		"2cd4p9h.axk"	"2cd4p9h.axk"	"Euphrasia tetraquetra x nemorosa"	"Euphrasia tetraquetra x nemorosa"	
"Forsythia suspensa x viridissima = F. x intermedia Zabel"		"2cd4p9h.axt"	"2cd4p9h.axt"	"Forsythia suspensa x viridissima = F. x intermedia Zabel"	"Forsythia suspensa x viridissima = F. x intermedia"	
"Genista monspessulana (L.) L.A.S.Johnson"		"2cd4p9h.am1"	"2cd4p9h.am1"	"Genista monspessulana (L.) L.A.S.Johnson"	"Genista monspessulana"	
"Geranium maderense Yeo"		"2cd4p9h.am4"	"2cd4p9h.am4"	"Geranium maderense Yeo"	"Geranium maderense"	
"Kniphofia uvaria (L.) Oken"		"2cd4p9h.ama"	"2cd4p9h.ama"	"Kniphofia uvaria (L.) Oken"	"Kniphofia uvaria"	
"Leptospermum scoparium J.R.Forst. & G.Forst."		"2cd4p9h.amd"	"2cd4p9h.amd"	"Leptospermum scoparium J.R.Forst. & G.Forst."	"Leptospermum scoparium"	
"Lonicera henryi Hemsl."		"2cd4p9h.amg"	"2cd4p9h.amg"	"Lonicera henryi Hemsl."	"Lonicera henryi"	
"Lonicera caprifolium x etrusca = L. x italica Schmidt ex Tausch"		"2cd4p9h.amw"	"2cd4p9h.amw"	"Lonicera caprifolium x etrusca = L. x italica Schmidt ex Tausch"	"Lonicera caprifolium x etrusca = L. x italica"	
"Odontites jaubertianus (Boreau) D.Dietr. ex Walp."		"2cd4p9h.amm"	"2cd4p9h.amm"	"Odontites jaubertianus (Boreau) D.Dietr. ex Walp."	"Odontites jaubertianus"	
"Oemleria cerasiformis (Torr. & A.Gray ex Hook. & Arn.) J.W.Landon"		"2cd4p9h.ams"	"2cd4p9h.ams"	"Oemleria cerasiformis (Torr. & A.Gray ex Hook. & Arn.) J.W.Landon"	"Oemleria cerasiformis"	
"Persicaria nepalensis (Meisn.) H.Gross"		"2cd4p9h.an0"	"2cd4p9h.an0"	"Persicaria nepalensis (Meisn.) H.Gross"	"Persicaria nepalensis"	
"Pseudofumaria alba (Mill.) Lidén"		"2cd4p9h.an6"	"2cd4p9h.an6"	"Pseudofumaria alba (Mill.) Lidén"	"Pseudofumaria alba"	
"Pterocarya fraxinifolia (Poir.) Spach"		"2cd4p9h.anc"	"2cd4p9h.anc"	"Pterocarya fraxinifolia (Poir.) Spach"	"Pterocarya fraxinifolia"	
"Puccinellia distans x rupestris = P. x pannonica (Hack.) Holmb."		"2cd4p9h.anf"	"2cd4p9h.anf"	"Puccinellia distans x rupestris = P. x pannonica (Hack.) Holmb."	"Puccinellia distans x rupestris = P. x pannonica"	
"Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog."		"2cd4p9h.anv"	"2cd4p9h.anv"	"Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog."	"Pyracantha rogersiana"	
"Salix eriocephala Michx."		"2cd4p9h.anr"	"2cd4p9h.anr"	"Salix eriocephala Michx."	"Salix eriocephala"	
"Sambucus canadensis L."		"2cd4p9h.anz"	"2cd4p9h.anz"	"Sambucus canadensis L."	"Sambucus canadensis"	
"Saxifraga hypnoides x tridactylites"		"2cd4p9h.ay2"	"2cd4p9h.ay2"	"Saxifraga hypnoides x tridactylites"	"Saxifraga hypnoides x tridactylites"	
"Saxifraga stolonifera Curtis"		"2cd4p9h.ay5"	"2cd4p9h.ay5"	"Saxifraga stolonifera Curtis"	"Saxifraga stolonifera"	
"Sidalcea malviflora (DC.) A.Gray ex Benth."		"2cd4p9h.aye"	"2cd4p9h.aye"	"Sidalcea malviflora (DC.) A.Gray ex Benth."	"Sidalcea malviflora"	
"Solidago canadensis x virgaurea = S. x niederederi Khek"		"2cd4p9h.ayh"	"2cd4p9h.ayh"	"Solidago canadensis x virgaurea = S. x niederederi Khek"	"Solidago canadensis x virgaurea = S. x niederederi"	
"Tripleurospermum maritimum x inodorum"		"2cd4p9h.ayn"	"2cd4p9h.ayn"	"Tripleurospermum maritimum x inodorum"	"Tripleurospermum maritimum x inodorum"	
"Veronica longifolia x spicata"		"2cd4p9h.ayq"	"2cd4p9h.ayq"	"Veronica longifolia x spicata"	"Veronica longifolia x spicata"	
"Vinca difformis Pourr."		"2cd4p9h.ayt"	"2cd4p9h.ayt"	"Vinca difformis Pourr."	"Vinca difformis"	
"Yucca gloriosa var. recurvifolia (Salisb.) Engelm."		"2cd4p9h.ap4"	"2cd4p9h.ap4"	"Yucca gloriosa var. recurvifolia (Salisb.) Engelm."	"Yucca gloriosa var. recurvifolia"	
"Rumex dentatus L."		"2cd4p9h.apw"	"2cd4p9h.apw"	"Rumex dentatus L."	"Rumex dentatus"	
"Epimedium grandiflorum x pinnatum = E. x versicolor C.Morren"		"2cd4p9h.app"	"2cd4p9h.app"	"Epimedium grandiflorum x pinnatum = E. x versicolor C.Morren"	"Epimedium grandiflorum x pinnatum = E. x versicolor"	
"Escallonia rubra x virgata = E. x langleyensis Veitch"		"2cd4p9h.aq0"	"2cd4p9h.aq0"	"Escallonia rubra x virgata = E. x langleyensis Veitch"	"Escallonia rubra x virgata = E. x langleyensis"	
"Populus nigra 'Gigantea'"		"2cd4p9h.aq3"	"2cd4p9h.aq3"	"Populus nigra 'Gigantea'"	"Populus nigra 'Gigantea'"	
"Rosa caesia s.l. x canina"		"2cd4p9h.aqc"	"2cd4p9h.aqc"	"Rosa caesia s.l. x canina"	"Rosa caesia s.l. x canina"	
"Ulmus x hollandica var. insularum Richens"		"2cd4p9h.aqx"	"2cd4p9h.aqx"	"Ulmus x hollandica var. insularum Richens"	"Ulmus x hollandica var. insularum"	
"Euphrasia nemorosa x salisburgensis"		"2cd4p9h.aqy"	"2cd4p9h.aqy"	"Euphrasia nemorosa x salisburgensis"	"Euphrasia nemorosa x salisburgensis"	
"Albizia lophantha Benth."		"2cd4p9h.ar2"	"2cd4p9h.ar2"	"Albizia lophantha Benth."	"Albizia lophantha"	
"Alnus viridis (Chaix) DC."		"2cd4p9h.ar5"	"2cd4p9h.ar5"	"Alnus viridis (Chaix) DC."	"Alnus viridis"	
"Artemisia dracunculus L."		"2cd4p9h.ar8"	"2cd4p9h.ar8"	"Artemisia dracunculus L."	"Artemisia dracunculus"	
"Bidens vulgata Greene"		"2cd4p9h.arb"	"2cd4p9h.arb"	"Bidens vulgata Greene"	"Bidens vulgata"	
"Glebionis coronaria (L.) Cass. ex Spach"		"2cd4p9h.are"	"2cd4p9h.are"	"Glebionis coronaria (L.) Cass. ex Spach"	"Glebionis coronaria"	
"Ehrharta stipoides Labill."		"2cd4p9h.arq"	"2cd4p9h.arq"	"Ehrharta stipoides Labill."	"Ehrharta stipoides"	
"Erodium botrys (Cav.) Bertol."		"2cd4p9h.art"	"2cd4p9h.art"	"Erodium botrys (Cav.) Bertol."	"Erodium botrys"	
"Erodium crinitum Carolin"		"2cd4p9h.as1"	"2cd4p9h.as1"	"Erodium crinitum Carolin"	"Erodium crinitum"	
"Fraxinus ornus L."		"2cd4p9h.as4"	"2cd4p9h.as4"	"Fraxinus ornus L."	"Fraxinus ornus"	
"Ipomoea purpurea Roth"		"2cd4p9h.asa"	"2cd4p9h.asa"	"Ipomoea purpurea Roth"	"Ipomoea purpurea"	
"Malus baccata (L.) Borkh."		"2cd4p9h.asm"	"2cd4p9h.asm"	"Malus baccata (L.) Borkh."	"Malus baccata"	
"Misopates calycinum Rothm."		"2cd4p9h.ass"	"2cd4p9h.ass"	"Misopates calycinum Rothm."	"Misopates calycinum"	
"Nonea lutea (Desr.) DC."		"2cd4p9h.at3"	"2cd4p9h.at3"	"Nonea lutea (Desr.) DC."	"Nonea lutea"	
"Phyllostachys bambusoides Siebold & Zucc."		"2cd4p9h.at9"	"2cd4p9h.at9"	"Phyllostachys bambusoides Siebold & Zucc."	"Phyllostachys bambusoides"	
"Schkuhria pinnata (Lam.) Thell."		"2cd4p9h.atf"	"2cd4p9h.atf"	"Schkuhria pinnata (Lam.) Thell."	"Schkuhria pinnata"	
"Scolymus maculatus L."		"2cd4p9h.atv"	"2cd4p9h.atv"	"Scolymus maculatus L."	"Scolymus maculatus"	
"Sedum spathulifolium Hook."		"2cd4p9h.atx"	"2cd4p9h.atx"	"Sedum spathulifolium Hook."	"Sedum spathulifolium"	
"Sesbania exaltata (Raf.) Cory"		"2cd4p9h.atr"	"2cd4p9h.atr"	"Sesbania exaltata (Raf.) Cory"	"Sesbania exaltata"	
"Tagetes erecta L."		"2cd4p9h.atz"	"2cd4p9h.atz"	"Tagetes erecta L."	"Tagetes erecta"	
"Hordeum vulgare L."		"2cd4p9h.az8"	"2cd4p9h.az8"	"Hordeum vulgare L."	"Hordeum vulgare"	
"Ranunculus fluitans x trichophyllus = R. x bachii Wirtgen s.s."		"2cd4p9h.azh"	"2cd4p9h.azh"	"Ranunculus fluitans x trichophyllus = R. x bachii Wirtgen s.s."	"Ranunculus fluitans x trichophyllus = R. x bachii"	"s.s."
"Polypogon elongatus Kunth"		"2cd4p9h.azt"	"2cd4p9h.azt"	"Polypogon elongatus Kunth"	"Polypogon elongatus"	
"Populus maximowiczii A.Henry"		"2cd4p9h.b01"	"2cd4p9h.b01"	"Populus maximowiczii A.Henry"	"Populus maximowiczii"	
"Triteleia laxa Benth."		"2cd4p9h.b1f"	"2cd4p9h.b1f"	"Triteleia laxa Benth."	"Triteleia laxa"	
"Verbascum nigrum x speciosum"		"2cd4p9h.b1y"	"2cd4p9h.b1y"	"Verbascum nigrum x speciosum"	"Verbascum nigrum x speciosum"	
"Verbascum nigrum x virgatum"		"2cd4p9h.b1r"	"2cd4p9h.b1r"	"Verbascum nigrum x virgatum"	"Verbascum nigrum x virgatum"	
"Salix myrsinifolia x arbuscula"		"2cd4p9h.b28"	"2cd4p9h.b28"	"Salix myrsinifolia x arbuscula"	"Salix myrsinifolia x arbuscula"	
"Atriplex hortensis L."		"2cd4p9h.b40"	"2cd4p9h.b40"	"Atriplex hortensis L."	"Atriplex hortensis"	
"Iris versicolor L."		"2cd4p9h.b43"	"2cd4p9h.b43"	"Iris versicolor L."	"Iris versicolor"	
"Falcaria vulgaris Bernh."		"2cd4p9h.b4c"	"2cd4p9h.b4c"	"Falcaria vulgaris Bernh."	"Falcaria vulgaris"	
"Sedum album L. subsp. album"		"2cd4p9h.b52"	"2cd4p9h.b52"	"Sedum album L. subsp. album"	"Sedum album subsp. album"	
"Santolina chamaecyparissus L."		"2cd4p9h.b58"	"2cd4p9h.b58"	"Santolina chamaecyparissus L."	"Santolina chamaecyparissus"	
"Capsella rubella Reut."		"2cd4p9h.b5e"	"2cd4p9h.b5e"	"Capsella rubella Reut."	"Capsella rubella"	
"Veronica acinifolia L."		"2cd4p9h.b5h"	"2cd4p9h.b5h"	"Veronica acinifolia L."	"Veronica acinifolia"	
"Maianthemum bifolium (L.) F.W.Schmidt"		"2cd4p9h.b5k"	"2cd4p9h.b5k"	"Maianthemum bifolium (L.) F.W.Schmidt"	"Maianthemum bifolium"	
"Koeleria vallesiana (Honck.) Gaudin"		"2cd4p9h.b5n"	"2cd4p9h.b5n"	"Koeleria vallesiana (Honck.) Gaudin"	"Koeleria vallesiana"	
"Pyrola rotundifolia L."		"2cd4p9h.b5q"	"2cd4p9h.b5q"	"Pyrola rotundifolia L."	"Pyrola rotundifolia"	
"Carex buchananii Berggr."		"2cd4p9h.b61"	"2cd4p9h.b61"	"Carex buchananii Berggr."	"Carex buchananii"	
"Eragrostis curvula (Schrad.) Nees"		"2cd4p9h.b6g"	"2cd4p9h.b6g"	"Eragrostis curvula (Schrad.) Nees"	"Eragrostis curvula"	
"Eragrostis minor Host"		"2cd4p9h.b6w"	"2cd4p9h.b6w"	"Eragrostis minor Host"	"Eragrostis minor"	
"Vinca major L. var. major"		"2cd4p9h.b6m"	"2cd4p9h.b6m"	"Vinca major L. var. major"	"Vinca major var. major"	
"Limonium hyblaeum Brullo"		"2cd4p9h.b73"	"2cd4p9h.b73"	"Limonium hyblaeum Brullo"	"Limonium hyblaeum"	
"Alchemilla micans Buser"		"2cd4p9h.b76"	"2cd4p9h.b76"	"Alchemilla micans Buser"	"Alchemilla micans"	
"Dipsacus sativus (L.) Honck."		"2cd4p9h.b79"	"2cd4p9h.b79"	"Dipsacus sativus (L.) Honck."	"Dipsacus sativus"	
"Euphrasia arctica x ostenfeldii"		"2cd4p9h.b8b"	"2cd4p9h.b8b"	"Euphrasia arctica x ostenfeldii"	"Euphrasia arctica x ostenfeldii"	
"Pteridium aquilinum subsp. latiusculum (Desv.) C.N.Page"		"2cd4p9h.b8h"	"2cd4p9h.b8h"	"Pteridium aquilinum subsp. latiusculum (Desv.) C.N.Page"	"Pteridium aquilinum subsp. latiusculum"	
"Chenopodium album var. reticulatum (Aellen) Uotila"		"2cd4p9h.b8n"	"2cd4p9h.b8n"	"Chenopodium album var. reticulatum (Aellen) Uotila"	"Chenopodium album var. reticulatum"	
"Solanum villosum Mill."		"2cd4p9h.b9a"	"2cd4p9h.b9a"	"Solanum villosum Mill."	"Solanum villosum"	
"Lysimachia terrestris (L.) Britton"		"2cd4p9h.b9w"	"2cd4p9h.b9w"	"Lysimachia terrestris (L.) Britton"	"Lysimachia terrestris"	
"Trifolium pratense L. var. pratense"		"2cd4p9h.b9p"	"2cd4p9h.b9p"	"Trifolium pratense L. var. pratense"	"Trifolium pratense var. pratense"	
"Vulpia myuros (L.) C.C.Gmel. f. myuros"		"2cd4p9h.b9s"	"2cd4p9h.b9s"	"Vulpia myuros (L.) C.C.Gmel. f. myuros"	"Vulpia myuros f. myuros"	
"Pastinaca sativa L. subsp. sativa"		"2cd4p9h.ba6"	"2cd4p9h.ba6"	"Pastinaca sativa L. subsp. sativa"	"Pastinaca sativa subsp. sativa"	
"Phlomis fruticosa L."		"2cd4p9h.bar"	"2cd4p9h.bar"	"Phlomis fruticosa L."	"Phlomis fruticosa"	
"Cotoneaster prostratus Baker"		"2cd4p9h.baz"	"2cd4p9h.baz"	"Cotoneaster prostratus Baker"	"Cotoneaster prostratus"	
"Cotoneaster conspicuus J.B.Comber ex C.Marquand"		"2cd4p9h.bb2"	"2cd4p9h.bb2"	"Cotoneaster conspicuus J.B.Comber ex C.Marquand"	"Cotoneaster conspicuus"	
"Viola hirta subsp. calcarea (Bab.) E.F.Warb."		"2cd4p9h.bb8"	"2cd4p9h.bb8"	"Viola hirta subsp. calcarea (Bab.) E.F.Warb."	"Viola hirta subsp. calcarea"	
"Acer rubrum L."		"2cd4p9h.bbb"	"2cd4p9h.bbb"	"Acer rubrum L."	"Acer rubrum"	
"Lathyrus niger (L.) Bernh."		"2cd4p9h.bbq"	"2cd4p9h.bbq"	"Lathyrus niger (L.) Bernh."	"Lathyrus niger"	
"Equisetum arvense x telmateia = E. x robertsii Dines"		"2cd4p9h.bc1"	"2cd4p9h.bc1"	"Equisetum arvense x telmateia = E. x robertsii Dines"	"Equisetum arvense x telmateia = E. x robertsii"	
"Rumex obtusifolius var. microcarpus Dierb."		"2cd4p9h.bca"	"2cd4p9h.bca"	"Rumex obtusifolius var. microcarpus Dierb."	"Rumex obtusifolius var. microcarpus"	
"Rumex acetosa subsp. biformis (Lange) Valdés Berm. & Castrov."		"2cd4p9h.bcd"	"2cd4p9h.bcd"	"Rumex acetosa subsp. biformis (Lange) Valdés Berm. & Castrov."	"Rumex acetosa subsp. biformis"	
"Veronica praecox All."		"2cd4p9h.bcg"	"2cd4p9h.bcg"	"Veronica praecox All."	"Veronica praecox"	
"Sorbus arranensis Hedl."		"2cd4p9h.bcw"	"2cd4p9h.bcw"	"Sorbus arranensis Hedl."	"Sorbus arranensis"	
"Sedum lydium Boiss."		"2cd4p9h.bdy"	"2cd4p9h.bdy"	"Sedum lydium Boiss."	"Sedum lydium"	
"Pilosella peleteriana subsp. subpeleteriana (Nägeli & Peter) P.D.Sell"		"2cd4p9h.be5"	"2cd4p9h.be5"	"Pilosella peleteriana subsp. subpeleteriana (Nägeli & Peter) P.D.Sell"	"Pilosella peleteriana subsp. subpeleteriana"	
"Pilosella peleteriana subsp. tenuiscapa (Pugsley) P.D.Sell & C.West"		"2cd4p9h.be8"	"2cd4p9h.be8"	"Pilosella peleteriana subsp. tenuiscapa (Pugsley) P.D.Sell & C.West"	"Pilosella peleteriana subsp. tenuiscapa"	
"Saxifraga rosacea subsp. hartii (D.A.Webb) D.A.Webb"		"2cd4p9h.bee"	"2cd4p9h.bee"	"Saxifraga rosacea subsp. hartii (D.A.Webb) D.A.Webb"	"Saxifraga rosacea subsp. hartii"	
"Euphorbia characias L."		"2cd4p9h.beh"	"2cd4p9h.beh"	"Euphorbia characias L."	"Euphorbia characias"	
"Genista anglica L. var. anglica"		"2cd4p9h.ben"	"2cd4p9h.ben"	"Genista anglica L. var. anglica"	"Genista anglica var. anglica"	
"Armeria maritima subsp. elongata (Hoffm.) Bonnier"		"2cd4p9h.bet"	"2cd4p9h.bet"	"Armeria maritima subsp. elongata (Hoffm.) Bonnier"	"Armeria maritima subsp. elongata"	
"Salix phylicifolia x purpurea = S. x secerneta F.B.White"		"2cd4p9h.bf1"	"2cd4p9h.bf1"	"Salix phylicifolia x purpurea = S. x secerneta F.B.White"	"Salix phylicifolia x purpurea = S. x secerneta"	
"Elaeagnus pungens Thunb."		"2cd4p9h.bg0"	"2cd4p9h.bg0"	"Elaeagnus pungens Thunb."	"Elaeagnus pungens"	
"Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens"		"2cd4p9h.bg9"	"2cd4p9h.bg9"	"Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens"	"Raphanus raphanistrum subsp. landra"	
"Dipsacus fullonum x laciniatus = D. x pseudosilvester Schur"		"2cd4p9h.bgc"	"2cd4p9h.bgc"	"Dipsacus fullonum x laciniatus = D. x pseudosilvester Schur"	"Dipsacus fullonum x laciniatus = D. x pseudosilvester"	
"Exaculum pusillum (Lam.) Caruel"		"2cd4p9h.bgx"	"2cd4p9h.bgx"	"Exaculum pusillum (Lam.) Caruel"	"Exaculum pusillum"	
"Limonium binervosum subsp. mutatum Ingr."		"2cd4p9h.bgy"	"2cd4p9h.bgy"	"Limonium binervosum subsp. mutatum Ingr."	"Limonium binervosum subsp. mutatum"	
"Potamogeton coloratus x gramineus = P. x billupsii Fryer"		"2cd4p9h.bgr"	"2cd4p9h.bgr"	"Potamogeton coloratus x gramineus = P. x billupsii Fryer"	"Potamogeton coloratus x gramineus = P. x billupsii"	
"Panicum capillare L."		"2cd4p9h.bgz"	"2cd4p9h.bgz"	"Panicum capillare L."	"Panicum capillare"	
"Cystopteris dickieana R.Sim"		"2cd4p9h.bh5"	"2cd4p9h.bh5"	"Cystopteris dickieana R.Sim"	"Cystopteris dickieana"	
"Dryopteris filix-mas x oreades = D. x mantoniae Fraser-Jenk. & Corley"		"2cd4p9h.bhb"	"2cd4p9h.bhb"	"Dryopteris filix-mas x oreades = D. x mantoniae Fraser-Jenk. & Corley"	"Dryopteris filix-mas x oreades = D. x mantoniae"	
"Asplenium obovatum Viv."		"2cd4p9h.bhe"	"2cd4p9h.bhe"	"Asplenium obovatum Viv."	"Asplenium obovatum"	
"Asplenium septentrionale (L.) Hoffm."		"2cd4p9h.bhh"	"2cd4p9h.bhh"	"Asplenium septentrionale (L.) Hoffm."	"Asplenium septentrionale"	
"Athyrium distentifolium Tausch ex Opiz"		"2cd4p9h.bhk"	"2cd4p9h.bhk"	"Athyrium distentifolium Tausch ex Opiz"	"Athyrium distentifolium"	
"Dryopteris dilatata (Hoffm.) A.Gray"		"2cd4p9h.bhn"	"2cd4p9h.bhn"	"Dryopteris dilatata (Hoffm.) A.Gray"	"Dryopteris dilatata"	
"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."		"2cd4p9h.bhq"	"2cd4p9h.bhq"	"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."	"Dryopteris affinis"	"s.s."
"Dryopteris cristata (L.) A.Gray"		"2cd4p9h.bht"	"2cd4p9h.bht"	"Dryopteris cristata (L.) A.Gray"	"Dryopteris cristata"	
"Dryopteris filix-mas (L.) Schott"		"2cd4p9h.bv1"	"2cd4p9h.bv1"	"Dryopteris filix-mas (L.) Schott"	"Dryopteris filix-mas"	
"Lycopodium annotinum L."		"2cd4p9h.bv7"	"2cd4p9h.bv7"	"Lycopodium annotinum L."	"Lycopodium annotinum"	
"Lycopodium clavatum L."		"2cd4p9h.bva"	"2cd4p9h.bva"	"Lycopodium clavatum L."	"Lycopodium clavatum"	
"Polypodium vulgare L. s.s."		"2cd4p9h.bvd"	"2cd4p9h.bvd"	"Polypodium vulgare L. s.s."	"Polypodium vulgare"	"s.s."
"Dryopteris remota (A.Braun ex Döll) Druce"		"2cd4p9h.bvm"	"2cd4p9h.bvm"	"Dryopteris remota (A.Braun ex Döll) Druce"	"Dryopteris remota"	
"Cyrtomium falcatum (L.f.) C.Presl"		"2cd4p9h.bvs"	"2cd4p9h.bvs"	"Cyrtomium falcatum (L.f.) C.Presl"	"Cyrtomium falcatum"	
"Matteuccia struthiopteris (L.) Tod."		"2cd4p9h.bw3"	"2cd4p9h.bw3"	"Matteuccia struthiopteris (L.) Tod."	"Matteuccia struthiopteris"	
